series_id,Name,Category,Subcategory,Commodity,Region,Outfile,AdjFactor
STEO.MGRARP4.M,"Gasoline Regular Grade Retail Price Incl Taxes, PADD 4 (Rocky Mountain), Monthly",STEOCompare,STEO,MGRARP4,PADD4,aSTEO_CurrentOutput.csv,1
STEO.MGRARP5.M,"Gasoline Regular Grade Retail Price Incl Taxes, PADD 5 (West Coast), Monthly",STEOCompare,STEO,MGRARP5,PADD5,aSTEO_CurrentOutput.csv,1
STEO.MGRARUS.M,"Gasoline Regular Grade Retail Price Incl Taxes, U.S. Average, Monthly",STEOCompare,STEO,MGRARUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGROPUS.M,"Finished Motor Gasoline Refinery Output, Monthly",STEOCompare,STEO,MGROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGTSPP1.M,"Total Motor Gasoline PADD 1 (East Coast) Inventory, Monthly",STEOCompare,STEO,MGTSPP1,PADD1,aSTEO_CurrentOutput.csv,1
STEO.MGTSPP2.M,"Total Motor Gasoline PADD 2 (Midwest) Inventory, Monthly",STEOCompare,STEO,MGTSPP2,PADD2,aSTEO_CurrentOutput.csv,1
STEO.MGTSPP3.M,"Total Motor Gasoline PADD 3 (Gulf Coast) Inventory, Monthly",STEOCompare,STEO,MGTSPP3,PADD3,aSTEO_CurrentOutput.csv,1
STEO.MGTSPP4.M,"Total Motor Gasoline PADD 4 (Rocky Mountain) Inventory, Monthly",STEOCompare,STEO,MGTSPP4,PADD4,aSTEO_CurrentOutput.csv,1
STEO.MGTSPP5.M,"Total Motor Gasoline PADD 5 (West Coast) Inventory, Monthly",STEOCompare,STEO,MGTSPP5,PADD5,aSTEO_CurrentOutput.csv,1
STEO.MGTSPUS.M,"Total Motor Gasoline U.S. Total Inventory, Monthly",STEOCompare,STEO,MGTSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGWHUUS.M,"Refiner Wholesale Gasoline Price, Monthly",STEOCompare,STEO,MGWHUUS,US,aSTEO_CurrentOutput.csv,1
STEO.OHNIPUS.M,"Other HC\/Oxygenates Net Imports, Monthly",STEOCompare,STEO,OHNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.OHPSPUS.M,"Other HC\/Oxygenates Inventory, Monthly",STEOCompare,STEO,OHPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.ORCAPUS.M,"Refinery Operable Distillation Capacity  , Monthly",STEOCompare,STEO,ORCAPUS,US,aSTEO_CurrentOutput.csv,1
STEO.ORUTCUS.M,"Refinery Distillation Utilization Factor , Monthly",STEOCompare,STEO,ORUTCUS,US,aSTEO_CurrentOutput.csv,1
STEO.PARIPUS.M,"Total Refinery Input, Monthly",STEOCompare,STEO,PARIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PAROPUS.M,"Total Refinery Output, Monthly",STEOCompare,STEO,PAROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PPNIPUS.M,"Natural Gasoline (Pentanes Plus)Net Imports, Monthly",STEOCompare,STEO,PPNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PPRIPUS.M,"Natural Gasoline (Pentanes Plus) Refinery and Blender Net  Input, Monthly",STEOCompare,STEO,PPRIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PPTCPUS.M,"Natural Gasoline (Pentanes Plus) Product Supplied, Monthly",STEOCompare,STEO,PPTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PRPSPUS.M,"Propane\/Propylene Oil U.S. Total Inventory, Monthly",STEOCompare,STEO,PRPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PSNIPUS.M,"Other Oils Net Imports, Monthly",STEOCompare,STEO,PSNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PSPSPUS.M,"Other Oils Inventory, Monthly",STEOCompare,STEO,PSPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PSROPUS.M,"Other Oils Refinery Output, Monthly",STEOCompare,STEO,PSROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.RACPUUS.M,"Refiner Average Crude Oil Acquisition Cost, Monthly",STEOCompare,STEO,RACPUUS,US,aSTEO_CurrentOutput.csv,1
STEO.RAIMUUS.M,"Imported  Crude Oil Price, Monthly",STEOCompare,STEO,RAIMUUS,US,aSTEO_CurrentOutput.csv,1
STEO.RFNIPUS.M,"Residual Fuel Oil Net Imports, Monthly",STEOCompare,STEO,RFNIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.RFPSPUS.M,"Residual Fuel Oil Inventory, Monthly",STEOCompare,STEO,RFPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.RFROPUS.M,"Residual Fuel Refinery Output, Monthly",STEOCompare,STEO,RFROPUS,US,aSTEO_CurrentOutput.csv,1
STEO.RFTCUUS.M,"No. 6 Residual Fuel Oil Price, Monthly",STEOCompare,STEO,RFTCUUS,US,aSTEO_CurrentOutput.csv,1
STEO.SGTCPUS.M,"Still Gas Product Supplied, Monthly",STEOCompare,STEO,SGTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.UONIPUS.M,"Unfinished Oils Net Imports, Monthly",STEOCompare,STEO,UONIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.UOPSPUS.M,"Unfinished Oils Inventory, Monthly",STEOCompare,STEO,UOPSPUS,US,aSTEO_CurrentOutput.csv,1
STEO.UORIPUS.M,"Unfinished Oils Refinery Input, Monthly",STEOCompare,STEO,UORIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.RNRIPUS.M,"Renewable Fuels Except Fuel Ethanol Refinery and Blender Net Inputs, Monthly",STEOCompare,STEO,RNRIPUS,US,aSTEO_CurrentOutput.csv,1
STEO.ARTCPUS.M,"Asphalt and Road Oil Product Supplied, Monthly",STEOCompare,STEO,ARTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MGTCPUSX.M,"Motor Gasoline Product Supplied, Monthly",STEOCompare,STEO,MGTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PCTCPUS.M,"Petroleum Coke Product Supplied, Monthly",STEOCompare,STEO,PCTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.DSTCPUS.M,"Diesel Fuel Consumption, Monthly",STEOCompare,STEO,DSTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.JFTCPUS.M,"Jet Fuel Product Supplied, Monthly",STEOCompare,STEO,JFTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.PRTCPUS.M,"Propane/Propylene Product Supplied, Monthly",STEOCompare,STEO,PRTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.D2TCPUS.M,"Fuel Oil Consumption, Monthly",STEOCompare,STEO,D2TCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.RFTCPUS.M,"Residual Fuel Oil Product Supplied, Monthly",STEOCompare,STEO,RFTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.MZTCPUS.M,"Other Liquid Fuels Product Supplied, Monthly",STEOCompare,STEO,MZTCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.FETCPUS.M,"Petrochemical Feedstocks Product Supplied, Monthly",STEOCompare,STEO,FETCPUS,US,aSTEO_CurrentOutput.csv,1
STEO.BREPUUS.M,"Brent crude oil spot price, Monthly",STEOCompare,STEO,BREPUUS,US,aSTEO_CurrentOutput.csv,1
PET.EMA_EPMR_PWG_R10_DPG.M,Regular Gasoline Wholesale/Resale Price by Refiners,STEOCompare,STEO,MGWHUP1,PADD1,aSTEO_CurrentOutput.csv,100
PET.EMA_EPMR_PWG_R20_DPG.M,Regular Gasoline Wholesale/Resale Price by Refiners,STEOCompare,STEO,MGWHUP2,PADD2,aSTEO_CurrentOutput.csv,100
PET.EMA_EPMR_PWG_R30_DPG.M,Regular Gasoline Wholesale/Resale Price by Refiners,STEOCompare,STEO,MGWHUP3,PADD3,aSTEO_CurrentOutput.csv,100
PET.EMA_EPMR_PWG_R40_DPG.M,Regular Gasoline Wholesale/Resale Price by Refiners,STEOCompare,STEO,MGWHUP4,PADD4,aSTEO_CurrentOutput.csv,100
PET.EMA_EPMR_PWG_R50_DPG.M,Regular Gasoline Wholesale/Resale Price by Refiners,STEOCompare,STEO,MGWHUP5,PADD5,aSTEO_CurrentOutput.csv,100
PET.EMA_EPD2_PWG_R10_DPG.M,No 2 Distillate Wholesale/Resale Price by Refiners,STEOCompare,STEO,D2WHUP1,PADD1,aSTEO_CurrentOutput.csv,100
PET.EMA_EPD2_PWG_R20_DPG.M,No 2 Distillate Wholesale/Resale Price by Refiners,STEOCompare,STEO,D2WHUP2,PADD2,aSTEO_CurrentOutput.csv,100
PET.EMA_EPD2_PWG_R30_DPG.M,No 2 Distillate Wholesale/Resale Price by Refiners,STEOCompare,STEO,D2WHUP3,PADD3,aSTEO_CurrentOutput.csv,100
PET.EMA_EPD2_PWG_R40_DPG.M,No 2 Distillate Wholesale/Resale Price by Refiners,STEOCompare,STEO,D2WHUP4,PADD4,aSTEO_CurrentOutput.csv,100
PET.EMA_EPD2_PWG_R50_DPG.M,No 2 Distillate Wholesale/Resale Price by Refiners,STEOCompare,STEO,D2WHUP5,PADD5,aSTEO_CurrentOutput.csv,100
PET.EMA_EPJK_PWG_R10_DPG.M,Kerosene-Type Jet Fuel Wholesale/Resale Price by Refiners,STEOCompare,STEO,JKTCUP1,PADD1,aSTEO_CurrentOutput.csv,100
PET.EMA_EPJK_PWG_R20_DPG.M,Kerosene-Type Jet Fuel Wholesale/Resale Price by Refiners,STEOCompare,STEO,JKTCUP2,PADD2,aSTEO_CurrentOutput.csv,100
PET.EMA_EPJK_PWG_R30_DPG.M,Kerosene-Type Jet Fuel Wholesale/Resale Price by Refiners,STEOCompare,STEO,JKTCUP3,PADD3,aSTEO_CurrentOutput.csv,100
PET.EMA_EPJK_PWG_R40_DPG.M,Kerosene-Type Jet Fuel Wholesale/Resale Price by Refiners,STEOCompare,STEO,JKTCUP4,PADD4,aSTEO_CurrentOutput.csv,100
PET.EMA_EPJK_PWG_R50_DPG.M,Kerosene-Type Jet Fuel Wholesale/Resale Price by Refiners,STEOCompare,STEO,JKTCUP5,PADD5,aSTEO_CurrentOutput.csv,100
PET.MCRRIP12.M,Refinery and Blender Net Input of Crude Oil,STEOCompare,STEO,CORIPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MCRRIP22.M,Refinery and Blender Net Input of Crude Oil,STEOCompare,STEO,CORIPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MCRRIP32.M,Refinery and Blender Net Input of Crude Oil,STEOCompare,STEO,CORIPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MCRRIP42.M,Refinery and Blender Net Input of Crude Oil,STEOCompare,STEO,CORIPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MCRRIP52.M,Refinery and Blender Net Input of Crude Oil,STEOCompare,STEO,CORIPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MOCLEP12.M,Operable Crude Oil Distillation Capacity,STEOCompare,STEO,ORCAPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MOCLEP22.M,Operable Crude Oil Distillation Capacity,STEOCompare,STEO,ORCAPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MOCLEP32.M,Operable Crude Oil Distillation Capacity,STEOCompare,STEO,ORCAPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MOCLEP42.M,Operable Crude Oil Distillation Capacity,STEOCompare,STEO,ORCAPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MOCLEP52.M,Operable Crude Oil Distillation Capacity,STEOCompare,STEO,ORCAPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MOPUEP12.M,Percent Utilization of Refinery Operable Capacity,STEOCompare,STEO,ORUTCP1,PADD1,aSTEO_CurrentOutput.csv,0.01
PET.MOPUEP22.M,Percent Utilization of Refinery Operable Capacity,STEOCompare,STEO,ORUTCP2,PADD2,aSTEO_CurrentOutput.csv,0.01
PET.MOPUEP32.M,Percent Utilization of Refinery Operable Capacity,STEOCompare,STEO,ORUTCP3,PADD3,aSTEO_CurrentOutput.csv,0.01
PET.MOPUEP42.M,Percent Utilization of Refinery Operable Capacity,STEOCompare,STEO,ORUTCP4,PADD4,aSTEO_CurrentOutput.csv,0.01
PET.MOPUEP52.M,Percent Utilization of Refinery Operable Capacity,STEOCompare,STEO,ORUTCP5,PADD5,aSTEO_CurrentOutput.csv,0.01
PET.MTTRIP12.M,U.S. Refinery an dBlender Net Input of Crude Oil and Petroleum Products,STEOCompare,STEO,PARIPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MTTRIP22.M,U.S. Refinery an dBlender Net Input of Crude Oil and Petroleum Products,STEOCompare,STEO,PARIPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MTTRIP32.M,U.S. Refinery an dBlender Net Input of Crude Oil and Petroleum Products,STEOCompare,STEO,PARIPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MTTRIP42.M,U.S. Refinery an dBlender Net Input of Crude Oil and Petroleum Products,STEOCompare,STEO,PARIPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MTTRIP52.M,U.S. Refinery an dBlender Net Input of Crude Oil and Petroleum Products,STEOCompare,STEO,PARIPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MGFRPP11.M,Refiner and Blender Net Production of Finished Motor Gasoline,STEOCompare,STEO,MGROPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MGFRPP22.M,Refiner and Blender Net Production of Finished Motor Gasoline,STEOCompare,STEO,MGROPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MGFRPP32.M,Refiner and Blender Net Production of Finished Motor Gasoline,STEOCompare,STEO,MGROPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MGFRPP42.M,Refiner and Blender Net Production of Finished Motor Gasoline,STEOCompare,STEO,MGROPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MGFRPP52.M,Refiner and Blender Net Production of Finished Motor Gasoline,STEOCompare,STEO,MGROPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MDIRPP12.M,Refiner and Blender Net Production of Distillate Fuel Oil,STEOCompare,STEO,DFROPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MDIRPP22.M,Refiner and Blender Net Production of Distillate Fuel Oil,STEOCompare,STEO,DFROPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MDIRPP32.M,Refiner and Blender Net Production of Distillate Fuel Oil,STEOCompare,STEO,DFROPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MDIRPP42.M,Refiner and Blender Net Production of Distillate Fuel Oil,STEOCompare,STEO,DFROPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MDIRPP52.M,Refiner and Blender Net Production of Distillate Fuel Oil,STEOCompare,STEO,DFROPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MKJRPP12.M,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,STEOCompare,STEO,JFROPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MKJRPP22.M,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,STEOCompare,STEO,JFROPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MKJRPP32.M,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,STEOCompare,STEO,JFROPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MKJRPP42.M,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,STEOCompare,STEO,JFROPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MKJRPP52.M,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,STEOCompare,STEO,JFROPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MRERPP12.M,Refiner and Blender Net Production of Residual Fuel Oil,STEOCompare,STEO,RFROPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MRERPP22.M,Refiner and Blender Net Production of Residual Fuel Oil,STEOCompare,STEO,RFROPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MRERPP32.M,Refiner and Blender Net Production of Residual Fuel Oil,STEOCompare,STEO,RFROPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MRERPP42.M,Refiner and Blender Net Production of Residual Fuel Oil,STEOCompare,STEO,RFROPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MRERPP52.M,Refiner and Blender Net Production of Residual Fuel Oil,STEOCompare,STEO,RFROPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MTTRPP12.M,Refiner and Blender Net Production of Crude Oil and Petroleum Products,STEOCompare,STEO,PAROPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MTTRPP22.M,Refiner and Blender Net Production of Crude Oil and Petroleum Products,STEOCompare,STEO,PAROPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MTTRPP32.M,Refiner and Blender Net Production of Crude Oil and Petroleum Products,STEOCompare,STEO,PAROPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MTTRPP42.M,Refiner and Blender Net Production of Crude Oil and Petroleum Products,STEOCompare,STEO,PAROPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MTTRPP52.M,Refiner and Blender Net Production of Crude Oil and Petroleum Products,STEOCompare,STEO,PAROPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
PET.MCESTP11.M,"East Coast (PADD 1) Ending Stocks excluding SPR of Crude Oil, Monthly",STEOCompare,STEO,COSXPP1,PADD1,aSTEO_CurrentOutput.csv,0.001
PET.MCESTP21.M,"Midwest (PADD 2) Ending Stocks excluding SPR of Crude Oil, Monthly",STEOCompare,STEO,COSXPP2,PADD2,aSTEO_CurrentOutput.csv,0.001
PET.MCESTP31.M,"Gulf Coast (PADD 3) Ending Stocks excluding SPR of Crude Oil, Monthly",STEOCompare,STEO,COSXPP3,PADD3,aSTEO_CurrentOutput.csv,0.001
PET.MCESTP41.M,"Rocky Mountain (PADD 4) Ending Stocks excluding SPR of Crude Oil, Monthly",STEOCompare,STEO,COSXPP4,PADD4,aSTEO_CurrentOutput.csv,0.001
PET.MCESTP51.M,"West Coast (PADD 5) Ending Stocks excluding SPR of Crude Oil, Monthly",STEOCompare,STEO,COSXPP5,PADD5,aSTEO_CurrentOutput.csv,0.001
