series_id,Name,Category,Subcategory,Commodity,Region,Outfile,AdjFactor
PET.MKJRSP51.M,"West Coast (PADD 5) Kerosene-Type Jet Fuel Stocks at Refineries, Monthly",Inventory,Refineries,JTAout,PADD5,aPSM_Inventories.csv,1
PET.MKORSP11.M,"East Coast (PADD 1) Kerosene and Light Oils Stocks at Refineries, Monthly",Inventory,Refineries,KR3,PADD1,aPSM_Inventories.csv,1
PET.MKORSP21.M,"Midwest (PADD 2) Kerosene and Light Oils Stocks at Refineries, Monthly",Inventory,Refineries,KR3,PADD2,aPSM_Inventories.csv,1
PET.MKORSP31.M,"Gulf Coast (PADD 3) Kerosene and Light Oils Stocks at Refineries, Monthly",Inventory,Refineries,KR3,PADD3,aPSM_Inventories.csv,1
PET.MKORSP41.M,"Rocky Mountain (PADD 4) Kerosene and Light Oils Stocks at Refineries, Monthly",Inventory,Refineries,KR3,PADD4,aPSM_Inventories.csv,1
PET.MKORSP51.M,"West Coast (PADD 5) Kerosene and Light Oils Stocks at Refineries, Monthly",Inventory,Refineries,KR7,PADD5,aPSM_Inventories.csv,1
PET.MPRRSP11.M,"East Coast (PADD 1) Propane and Propylene Stocks at Refineries, Monthly",Inventory,Refineries,LPGout,PADD1,aPSM_Inventories.csv,1
PET.MPRRSP21.M,"Midwest (PADD 2) Propane and Propylene Stocks at Refineries, Monthly",Inventory,Refineries,LPGout,PADD2,aPSM_Inventories.csv,1
PET.MPRRSP31.M,"Gulf Coast (PADD 3) Propane and Propylene Stocks at Refineries, Monthly",Inventory,Refineries,LPGout,PADD3,aPSM_Inventories.csv,1
PET.MPRRSP41.M,"Rocky Mountain (PADD 4) Propane and Propylene Stocks at Refineries, Monthly",Inventory,Refineries,LPGout,PADD4,aPSM_Inventories.csv,1
PET.MPRRSP51.M,"West Coast (PADD 5) Propane and Propylene Stocks at Refineries, Monthly",Inventory,Refineries,LPGout,PADD5,aPSM_Inventories.csv,1
PET.MLURSP11.M,"East Coast (PADD 1) Lubricants Stocks at Refineries, Monthly",Inventory,Refineries,LUBout,PADD1,aPSM_Inventories.csv,1
PET.MLURSP21.M,"Midwest (PADD 2) Lubricants Stocks at Refineries, Monthly",Inventory,Refineries,LUBout,PADD2,aPSM_Inventories.csv,1
PET.MLURSP31.M,"Gulf Coast (PADD 3) Lubricants Stocks at Refineries, Monthly",Inventory,Refineries,LUBout,PADD3,aPSM_Inventories.csv,1
PET.MLURS_R40_1.M,"Rocky Mountain (PADD 4) Lubricants Stocks at Refineries, Monthly",Inventory,Refineries,LUBout,PADD4,aPSM_Inventories.csv,1
PET.MLURSP51.M,"West Coast (PADD 5) Lubricants Stocks at Refineries, Monthly",Inventory,Refineries,LUBout,PADD5,aPSM_Inventories.csv,1
PET.MNLRSP11.M,"East Coast (PADD 1) Naphthas and Lighter Stocks at Refineries, Monthly",Inventory,Refineries,MN3,PADD1,aPSM_Inventories.csv,1
PET.MNLRSP21.M,"Midwest (PADD 2) Naphthas and Lighter Stocks at Refineries, Monthly",Inventory,Refineries,MN3,PADD2,aPSM_Inventories.csv,1
PET.MNLRSP31.M,"Gulf Coast (PADD 3) Naphthas and Lighter Stocks at Refineries, Monthly",Inventory,Refineries,MN3,PADD3,aPSM_Inventories.csv,1
PET.MNLRSP41.M,"Rocky Mountain (PADD 4) Naphthas and Lighter Stocks at Refineries, Monthly",Inventory,Refineries,MN3,PADD4,aPSM_Inventories.csv,1
PET.MNLRSP51.M,"West Coast (PADD 5) Naphthas and Lighter Stocks at Refineries, Monthly",Inventory,Refineries,MN3,PADD5,aPSM_Inventories.csv,1
PET.MDGRSP11.M,"East Coast (PADD 1) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,N2Hout,PADD1,aPSM_Inventories.csv,1
PET.MDGRSP21.M,"Midwest (PADD 2) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,N2Hout,PADD2,aPSM_Inventories.csv,1
PET.MDGRSP31.M,"Gulf Coast (PADD 3) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,N2Hout,PADD3,aPSM_Inventories.csv,1
PET.MDGRSP41.M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,N2Hout,PADD4,aPSM_Inventories.csv,1
PET.MDGRSP51.M,"West Coast (PADD 5) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries, Monthly",Inventory,Refineries,N2Hout,PADD5,aPSM_Inventories.csv,1
PET.MRERSP11.M,"East Coast (PADD 1) Residual Fuel Oil Stocks at Refineries, Monthly",Inventory,Refineries,N6Iout,PADD1,aPSM_Inventories.csv,1
PET.MRERSP21.M,"Midwest (PADD 2) Residual Fuel Oil Stocks at Refineries, Monthly",Inventory,Refineries,N6Iout,PADD2,aPSM_Inventories.csv,1
PET.MRERSP31.M,"Gulf Coast (PADD 3) Residual Fuel Oil Stocks at Refineries, Monthly",Inventory,Refineries,N6Iout,PADD3,aPSM_Inventories.csv,1
PET.MRERSP41.M,"Rocky Mountain (PADD 4) Residual Fuel Oil Stocks at Refineries, Monthly",Inventory,Refineries,N6Iout,PADD4,aPSM_Inventories.csv,1
PET.MRERSP51.M,"West Coast (PADD 5) Residual Fuel Oil Stocks at Refineries, Monthly",Inventory,Refineries,N6Iout,PADD5,aPSM_Inventories.csv,1
PET.MNFRSP11.M,"East Coast (PADD 1) Naphtha for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,NAPout,PADD1,aPSM_Inventories.csv,1
PET.MNFRSP21.M,"Midwest (PADD 2) Naphtha for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,NAPout,PADD2,aPSM_Inventories.csv,1
PET.MNFRSP31.M,"Gulf Coast (PADD 3) Naphtha for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,NAPout,PADD3,aPSM_Inventories.csv,1
PET.MPNRS_R40_1.M,"Rocky Mountain (PADD 4) Naphtha for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,NAPout,PADD4,aPSM_Inventories.csv,1
PET.MNFRSP51.M,"West Coast (PADD 5) Naphtha for Petrochemical Feedstock Use Stocks at Refineries, Monthly",Inventory,Refineries,NAPout,PADD5,aPSM_Inventories.csv,1
PET.MPPRSP11.M,"East Coast (PADD 1) Pentanes Plus Stocks at Refineries, Monthly",Inventory,Refineries,NAT,PADD1,aPSM_Inventories.csv,1
PET.MPPRSP21.M,"Midwest (PADD 2) Pentanes Plus Stocks at Refineries, Monthly",Inventory,Refineries,NAT,PADD2,aPSM_Inventories.csv,1
PET.MPPRSP31.M,"Gulf Coast (PADD 3) Pentanes Plus Stocks at Refineries, Monthly",Inventory,Refineries,NAT,PADD3,aPSM_Inventories.csv,1
PET.MPPRSP41.M,"Rocky Mountain (PADD 4) Pentanes Plus Stocks at Refineries, Monthly",Inventory,Refineries,NAT,PADD4,aPSM_Inventories.csv,1
PET.MPPRSP51.M,"West Coast (PADD 5) Pentanes Plus Stocks at Refineries, Monthly",Inventory,Refineries,NAT,PADD5,aPSM_Inventories.csv,1
PET.MBNRSP11.M,"East Coast (PADD 1) Normal Butane-Butylene Stocks at Refineries, Monthly",Inventory,Refineries,NC4,PADD1,aPSM_Inventories.csv,1
PET.MBNRSP21.M,"Midwest (PADD 2) Normal Butane-Butylene Stocks at Refineries, Monthly",Inventory,Refineries,NC4,PADD2,aPSM_Inventories.csv,1
PET.MBNRSP31.M,"Gulf Coast (PADD 3) Normal Butane-Butylene Stocks at Refineries, Monthly",Inventory,Refineries,NC4,PADD3,aPSM_Inventories.csv,1
PET.MBNRSP41.M,"Rocky Mountain (PADD 4) Normal Butane-Butylene Stocks at Refineries, Monthly",Inventory,Refineries,NC4,PADD4,aPSM_Inventories.csv,1
PET.MBNRSP51.M,"West Coast (PADD 5) Normal Butane-Butylene Stocks at Refineries, Monthly",Inventory,Refineries,NC4,PADD5,aPSM_Inventories.csv,1
PET.METRS_R10_1.M,"East Coast (PADD 1) Ethane-Ethylene Stocks at Refineries, Monthly",Inventory,Refineries,PGS,PADD1,aPSM_Inventories.csv,1
PET.METRSP21.M,"Midwest (PADD 2) Ethane-Ethylene Stocks at Refineries, Monthly",Inventory,Refineries,PGS,PADD2,aPSM_Inventories.csv,1
PET.METRSP31.M,"Gulf Coast (PADD 3) Ethane-Ethylene Stocks at Refineries, Monthly",Inventory,Refineries,PGS,PADD3,aPSM_Inventories.csv,1
PET.METRSP51.M,"West Coast (PADD 5) Ethane-Ethylene Stocks at Refineries, Monthly",Inventory,Refineries,PGS,PADD5,aPSM_Inventories.csv,1
PET.MO1RS_R10_1.M,"East Coast (PADD 1) Reformulated Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,RBOBs,PADD1,aPSM_Inventories.csv,1
PET.MO1RS_R20_1.M,"Midwest (PADD 2) Reformulated Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,RBOBs,PADD2,aPSM_Inventories.csv,1
PET.MO1RS_R30_1.M,"Gulf Coast (PADD 3) Reformulated Gasoline Blending Components Stocks at Refineries, Monthly",Inventory,Refineries,RBOBs,PADD3,aPSM_Inventories.csv,1
PET.MGRRSP11.M,"East Coast (PADD 1) Reformulated Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,RFGsout,PADD1,aPSM_Inventories.csv,1
PET.MGRRSP21.M,"Midwest (PADD 2) Reformulated Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,RFGsout,PADD2,aPSM_Inventories.csv,1
PET.MGRRSP31.M,"Gulf Coast (PADD 3) Reformulated Motor Gasoline Stocks at Refineries, Monthly",Inventory,Refineries,RFGsout,PADD3,aPSM_Inventories.csv,1
PET.MNSRSP11.M,"East Coast (PADD 1) Special Naphthas Stocks at Refineries, Monthly",Inventory,Refineries,SPNout,PADD1,aPSM_Inventories.csv,1
PET.MNSRSP21.M,"Midwest (PADD 2) Special Naphthas Stocks at Refineries, Monthly",Inventory,Refineries,SPNout,PADD2,aPSM_Inventories.csv,1
PET.MNSRSP31.M,"Gulf Coast (PADD 3) Special Naphthas Stocks at Refineries, Monthly",Inventory,Refineries,SPNout,PADD3,aPSM_Inventories.csv,1
PET.MNSRSP41.M,"Rocky Mountain (PADD 4) Special Naphthas Stocks at Refineries, Monthly",Inventory,Refineries,SPNout,PADD4,aPSM_Inventories.csv,1
PET.MNSRSP51.M,"West Coast (PADD 5) Special Naphthas Stocks at Refineries, Monthly",Inventory,Refineries,SPNout,PADD5,aPSM_Inventories.csv,1
PET.MRURSP11.M,"East Coast (PADD 1) Residuum Stocks at Refineries, Monthly",Inventory,Refineries,VR3,PADD1,aPSM_Inventories.csv,1
PET.MRURSP21.M,"Midwest (PADD 2) Residuum Stocks at Refineries, Monthly",Inventory,Refineries,VR3,PADD2,aPSM_Inventories.csv,1
PET.MRURSP31.M,"Gulf Coast (PADD 3) Residuum Stocks at Refineries, Monthly",Inventory,Refineries,VR3,PADD3,aPSM_Inventories.csv,1
PET.MRURSP41.M,"Rocky Mountain (PADD 4) Residuum Stocks at Refineries, Monthly",Inventory,Refineries,VR3,PADD4,aPSM_Inventories.csv,1
PET.MRURSP51.M,"West Coast (PADD 5) Residuum Stocks at Refineries, Monthly",Inventory,Refineries,VR7,PADD5,aPSM_Inventories.csv,1
PET.W_EPOBGRR_SAE_R10_MBBL.W,"East Coast (PADD 1) Ending Stocks of Motor Gasoline Blending Components, RBOB, Weekly",Inventory,Weekly,RBOBs,PADD1,aPSM_Inventories.csv,1
PET.W_EPOBGRR_SAE_R20_MBBL.W,"Midwest (PADD 2) Ending Stocks of Motor Gasoline Blending Components, RBOB, Weekly",Inventory,Weekly,RBOBs,PADD2,aPSM_Inventories.csv,1
PET.W_EPOBGRR_SAE_R30_MBBL.W,"Gulf Coast (PADD 3) Ending Stocks of Motor Gasoline Blending Components, RBOB, Weekly",Inventory,Weekly,RBOBs,PADD3,aPSM_Inventories.csv,1
PET.W_EPOBGRR_SAE_R40_MBBL.W,"Rocky Mountain (PADD 4) Ending Stocks of Motor Gasoline Blending Components, RBOB, Weekly",Inventory,Weekly,RBOBs,PADD4,aPSM_Inventories.csv,1
PET.W_EPOBGRR_SAE_R50_MBBL.W,"West Coast (PADD 5) Ending Stocks of Motor Gasoline Blending Components, RBOB, Weekly",Inventory,Weekly,CaRBOBs,PADD5,aPSM_Inventories.csv,1
PET.WO9ST_R10_1.W,"East Coast (PADD 1) Ending Stocks of Conventional Other Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD1,aPSM_Inventories.csv,1
PET.WO9ST_R20_1.W,"Midwest (PADD 2) Ending Stocks of Conventional Other Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD2,aPSM_Inventories.csv,1
PET.WO9ST_R30_1.W,"Gulf Coast (PADD 3) Ending Stocks of Conventional Other Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD3,aPSM_Inventories.csv,1
PET.WO9ST_R40_1.W,"Rocky Mountain (PADD 4) Ending Stocks of Conventional Other Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD4,aPSM_Inventories.csv,1
PET.WO9ST_R50_1.W,"West Coast (PADD 5) Ending Stocks of Conventional Other Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD5,aPSM_Inventories.csv,1
PET.WO6ST_R10_1.W,"East Coast (PADD 1) Ending Stocks of Conventional CBOB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD1,aPSM_Inventories.csv,1
PET.WO6ST_R20_1.W,"Midwest (PADD 2) Ending Stocks of Conventional CBOB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD2,aPSM_Inventories.csv,1
PET.WO6ST_R30_1.W,"Gulf Coast (PADD 3) Ending Stocks of Conventional CBOB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD3,aPSM_Inventories.csv,1
PET.WO6ST_R40_1.W,"Rocky Mountain (PADD 4) Ending Stocks of Conventional CBOB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD4,aPSM_Inventories.csv,1
PET.WO6ST_R50_1.W,"West Coast (PADD 5) Ending Stocks of Conventional CBOB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD5,aPSM_Inventories.csv,1
PET.WO7ST_R10_1.W,"East Coast (PADD 1) Ending Stocks of Conventional GTAB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD1,aPSM_Inventories.csv,1
PET.WO7ST_R20_1.W,"Midwest (PADD 2) Ending Stocks of Conventional GTAB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD2,aPSM_Inventories.csv,1
PET.WO7ST_R30_1.W,"Gulf Coast (PADD 3) Ending Stocks of Conventional GTAB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD3,aPSM_Inventories.csv,1
PET.WO7ST_R40_1.W,"Rocky Mountain (PADD 4) Ending Stocks of Conventional GTAB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD4,aPSM_Inventories.csv,1
PET.WO7ST_R50_1.W,"West Coast (PADD 5) Ending Stocks of Conventional GTAB Gasoline Blending Components, Weekly",Inventory,Weekly,CBOBs,PADD5,aPSM_Inventories.csv,1
PET.WG4ST_R10_1.W,"East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Weekly",Inventory,Weekly,CFGsout,PADD1,aPSM_Inventories.csv,1
PET.WG4ST_R20_1.W,"Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Weekly",Inventory,Weekly,CFGsout,PADD2,aPSM_Inventories.csv,1
PET.WG4ST_R30_1.W,"Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Weekly",Inventory,Weekly,CFGsout,PADD3,aPSM_Inventories.csv,1
PET.WG4ST_R40_1.W,"Rocky Mountain (PADD 4) Ending Stocks of Conventional Motor Gasoline, Weekly",Inventory,Weekly,CFGsout,PADD4,aPSM_Inventories.csv,1
PET.WG4ST_R50_1.W,"West Coast (PADD 5) Ending Stocks of Conventional Motor Gasoline, Weekly",Inventory,Weekly,CFGsout,PADD5,aPSM_Inventories.csv,1
PET.WGRSTP11.W,"East Coast (PADD 1) Ending Stocks of Reformulated Motor Gasoline, Weekly",Inventory,Weekly,RFGsout,PADD1,aPSM_Inventories.csv,1
PET.WGRSTP21.W,"Midwest (PADD 2) Ending Stocks of Reformulated Motor Gasoline, Weekly",Inventory,Weekly,RFGsout,PADD2,aPSM_Inventories.csv,1
PET.WGRSTP31.W,"Gulf Coast (PADD 3) Ending Stocks of Reformulated Motor Gasoline, Weekly",Inventory,Weekly,RFGsout,PADD3,aPSM_Inventories.csv,1
PET.WGRSTP41.W,"Rocky Mountain (PADD 4) Ending Stocks of Reformulated Motor Gasoline, Weekly",Inventory,Weekly,RFGsout,PADD4,aPSM_Inventories.csv,1
PET.WGRSTP51.W,"West Coast (PADD 5) Ending Stocks of Reformulated Motor Gasoline, Weekly",Inventory,Weekly,CaRBOBsout,PADD5,aPSM_Inventories.csv,1
PET.WD0ST_R10_1.W,"East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Weekly",Inventory,Weekly,DSUout,PADD1,aPSM_Inventories.csv,1
PET.WD0ST_R20_1.W,"Midwest (PADD 2) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Weekly",Inventory,Weekly,DSUout,PADD2,aPSM_Inventories.csv,1
PET.WD0ST_R30_1.W,"Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Weekly",Inventory,Weekly,DSUout,PADD3,aPSM_Inventories.csv,1
PET.WD0ST_R40_1.W,"Rocky Mountain (PADD 4) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Weekly",Inventory,Weekly,DSUout,PADD4,aPSM_Inventories.csv,1
PET.WD0ST_R50_1.W,"West Coast (PADD 5) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur, Weekly",Inventory,Weekly,CarbDSUout,PADD5,aPSM_Inventories.csv,1
PET.WD1ST_R10_1.W,"East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Weekly",Inventory,Weekly,DSLout,PADD1,aPSM_Inventories.csv,1
PET.WD1ST_R20_1.W,"Midwest (PADD 2) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Weekly",Inventory,Weekly,DSLout,PADD2,aPSM_Inventories.csv,1
PET.WD1ST_R30_1.W,"Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Weekly",Inventory,Weekly,DSLout,PADD3,aPSM_Inventories.csv,1
PET.WD1ST_R40_1.W,"Rocky Mountain (PADD 4) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Weekly",Inventory,Weekly,DSLout,PADD4,aPSM_Inventories.csv,1
PET.WD1ST_R50_1.W,"West Coast (PADD 5) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur, Weekly",Inventory,Weekly,DSLout,PADD5,aPSM_Inventories.csv,1
PET.WDGSTP11.W,"East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Weekly",Inventory,Weekly,N2Hout,PADD1,aPSM_Inventories.csv,1
PET.WDGSTP21.W,"Midwest (PADD 2) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Weekly",Inventory,Weekly,N2Hout,PADD2,aPSM_Inventories.csv,1
PET.WDGSTP31.W,"Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Weekly",Inventory,Weekly,N2Hout,PADD3,aPSM_Inventories.csv,1
PET.WDGSTP41.W,"Rocky Mountain (PADD 4) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Weekly",Inventory,Weekly,N2Hout,PADD4,aPSM_Inventories.csv,1
PET.WDGSTP51.W,"West Coast (PADD 5) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur, Weekly",Inventory,Weekly,N2Hout,PADD5,aPSM_Inventories.csv,1
PET.WKJSTP11.W,"East Coast (PADD 1) Ending Stocks of Kerosene-Type Jet Fuel, Weekly",Inventory,Weekly,JTAout,PADD1,aPSM_Inventories.csv,1
PET.WKJSTP21.W,"Midwest (PADD 2) Ending Stocks of Kerosene-Type Jet Fuel, Weekly",Inventory,Weekly,JTAout,PADD2,aPSM_Inventories.csv,1
PET.WKJSTP31.W,"Gulf Coast (PADD 3) Ending Stocks of Kerosene-Type Jet Fuel, Weekly",Inventory,Weekly,JTAout,PADD3,aPSM_Inventories.csv,1
PET.WKJSTP41.W,"Rocky Mountain (PADD 4) Ending Stocks of Kerosene-Type Jet Fuel, Weekly",Inventory,Weekly,JTAout,PADD4,aPSM_Inventories.csv,1
PET.WKJSTP51.W,"West Coast (PADD 5) Ending Stocks of Kerosene-Type Jet Fuel, Weekly",Inventory,Weekly,JTAout,PADD5,aPSM_Inventories.csv,1
PET.WPRSTP11.W,"East Coast (PADD 1) Ending Stocks of Propane and Propylene, Weekly",Inventory,Weekly,LPGout,PADD1,aPSM_Inventories.csv,1
PET.WPRSTP21.W,"Midwest (PADD 2) Ending Stocks of Propane and Propylene, Weekly",Inventory,Weekly,LPGout,PADD2,aPSM_Inventories.csv,1
PET.WPRSTP31.W,"Gulf Coast (PADD 3) Ending Stocks of Propane and Propylene, Weekly",Inventory,Weekly,LPGout,PADD3,aPSM_Inventories.csv,1
PET.WPRST_R4N5_1.W,"PADD 4 and PADD 5 Ending Stocks of Propane and Propylene, Weekly",Inventory,Weekly,LPGout,PADD45,aPSM_Inventories.csv,1
PET.WRESTP11.W,"East Coast (PADD 1) Ending Stocks of Residual Fuel Oil, Weekly",Inventory,Weekly,N6Iout,PADD1,aPSM_Inventories.csv,1
PET.WRESTP21.W,"Midwest (PADD 2) Ending Stocks of Residual Fuel Oil, Weekly",Inventory,Weekly,N6Iout,PADD2,aPSM_Inventories.csv,1
PET.WRESTP31.W,"Gulf Coast (PADD 3) Ending Stocks of Residual Fuel Oil, Weekly",Inventory,Weekly,N6Iout,PADD3,aPSM_Inventories.csv,1
PET.WRESTP41.W,"Rocky Mountain (PADD 4) Ending Stocks of Residual Fuel Oil, Weekly",Inventory,Weekly,N6Iout,PADD4,aPSM_Inventories.csv,1
PET.WRESTP51.W,"West Coast (PADD 5) Ending Stocks of Residual Fuel Oil, Weekly",Inventory,Weekly,N6Iout,PADD5,aPSM_Inventories.csv,1
PET.WCESTP11.W,"East Coast (PADD 1) Ending Stocks excluding SPR of Crude Oil, Weekly",Inventory,Weekly,crudeoil,PADD1,aPSM_Inventories.csv,1
PET.WCESTP21.W,"Midwest (PADD 2) Ending Stocks excluding SPR of Crude Oil, Weekly",Inventory,Weekly,crudeoil,PADD2,aPSM_Inventories.csv,1
PET.WCESTP31.W,"Gulf Coast (PADD 3) Ending Stocks excluding SPR of Crude Oil, Weekly",Inventory,Weekly,crudeoil,PADD3,aPSM_Inventories.csv,1
PET.WCESTP41.W,"Rocky Mountain (PADD 4) Ending Stocks excluding SPR of Crude Oil, Weekly",Inventory,Weekly,crudeoil,PADD4,aPSM_Inventories.csv,1
PET.WCESTP51.W,"West Coast (PADD 5) Ending Stocks excluding SPR of Crude Oil, Weekly",Inventory,Weekly,crudeoil,PADD5,aPSM_Inventories.csv,1
PET.W_EPPO6_SAE_NUS_MBBL.W,"U.S. Ending Stocks of Other Oils (Excluding Fuel Ethanol), Weekly",Inventory,Weekly,Other,US,aPSM_Inventories.csv,1
PET.W_EPPA_SAE_NUS_MBBL.W,"U.S. Ending Stocks of Asphalt and Road Oil, Weekly",Inventory,Weekly,ASPHout,US,aPSM_Inventories.csv,1
PET.WUOSTUS1.W,"U.S. Ending Stocks of Unfinished Oils, Weekly",Inventory,Weekly,UFO,US,aPSM_Inventories.csv,1
PET.W_EPL0XP_SAE_NUS_MBBL.W,"U.S. Ending Stocks of NGPLs\/LRGs (Excluding Propane\/Propylene), Weekly",Inventory,Weekly,NGL,US,aPSM_Inventories.csv,1
SEDS.FOICP.AK.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Alaska",SEDSdata,none,PCFout,AK,aSEDS_DemandData.csv,1
SEDS.FNICP.AK.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Alaska",SEDSdata,none,PCFout,AK,aSEDS_DemandData.csv,1
SEDS.FOICP.AL.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Alabama",SEDSdata,none,PCFout,AL,aSEDS_DemandData.csv,1
SEDS.FNICP.AL.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Alabama",SEDSdata,none,PCFout,AL,aSEDS_DemandData.csv,1
SEDS.FOICP.AR.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Arkansas",SEDSdata,none,PCFout,AR,aSEDS_DemandData.csv,1
SEDS.FNICP.AR.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Arkansas",SEDSdata,none,PCFout,AR,aSEDS_DemandData.csv,1
SEDS.FOICP.AZ.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Arizona",SEDSdata,none,PCFout,AZ,aSEDS_DemandData.csv,1
SEDS.FNICP.AZ.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Arizona",SEDSdata,none,PCFout,AZ,aSEDS_DemandData.csv,1
SEDS.FOICP.CA.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, California",SEDSdata,none,PCFout,CA,aSEDS_DemandData.csv,1
SEDS.FNICP.CA.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, California",SEDSdata,none,PCFout,CA,aSEDS_DemandData.csv,1
SEDS.FOICP.CO.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Colorado",SEDSdata,none,PCFout,CO,aSEDS_DemandData.csv,1
SEDS.FNICP.CO.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Colorado",SEDSdata,none,PCFout,CO,aSEDS_DemandData.csv,1
SEDS.FOICP.CT.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Connecticut",SEDSdata,none,PCFout,CT,aSEDS_DemandData.csv,1
SEDS.FNICP.CT.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Connecticut",SEDSdata,none,PCFout,CT,aSEDS_DemandData.csv,1
SEDS.FOICP.DE.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Delaware",SEDSdata,none,PCFout,DE,aSEDS_DemandData.csv,1
SEDS.FNICP.DE.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Delaware",SEDSdata,none,PCFout,DE,aSEDS_DemandData.csv,1
SEDS.FOICP.FL.A,"Petrochemical feedstocks, other oils equal to or greater than 401o F, consumed by the industrial sector, Florida",SEDSdata,none,PCFout,FL,aSEDS_DemandData.csv,1
SEDS.FNICP.FL.A,"Petrochemical feedstocks, naphtha less than 401o F, consumed by the industrial sector, Florida",SEDSdata,none,PCFout,FL,aSEDS_DemandData.csv,1
